SpcID	Growth_Form	Life_span_	Dispersal	Seed_size	Regeneration	plant_height	time_to_first_flower	distribution	fire.recruiters	Mycorrhizal_status	Alien
Lessertia_miniata	h	b	NA	NA	s	s	1	re	fsg	NA	NA
Lessertia_sp1	h	p	NA	u	NA	s	NA	o	fsg	NA	NA
Leucadendron_coniferum	t	p	w	b	s	b	NA	re	fss	NA	NA
Leucadendron_laureolum	t	p	w	b	s	b	NA	re	fss	ABS	NA
Leucadendron_salignum	t	p	w	b	es	s	NA	o	fss	NA	NA
Leucadendron_sp1	t	p	w	u	u	s	NA	u	fss	NA	NA
Leucadendron_xanthoconus	t	p	w	b	s	s	NA	re	fss	NA	NA
Leucospermum_conocarpodendron	t	p	m	b	es	b	NA	re	fsg	NA	NA
Leucospermum_sp1	t	p	m	u	s	s	NA	u	fsg	NA	NA
Lichtensteinia_lacera	h	p	w	b	us	s	1	re	u	NA	NA
Limonium_scabrum	h	p	w	s	NA	s	NA	o	NA	NA	NA
Linum_africanum	h	NA	p	s	NA	s	2	re	NA	NA	NA
Linum_sp1	h	NA	p	s	NA	s	2	re	NA	NA	NA
Linum_thunbergii	h	NA	p	s	NA	s	2	o	NA	NA	NA
Liparia_parva	h	p	NA	NA	es	s	2	le	fsg	NA	NA
Liparia_sp1	h	p	NA	u	es	s	2	re	fsg	NA	NA
Liparia_splendens	h	p	NA	NA	es	s	2	re	fsg	NA	NA
Lobelia_anceps	h	a	p	s	s	s	1	o	NA	NA	NA
Lobelia_comosa	h	a	p	s	s	s	1	re	NA	NA	NA
Lobelia_coronopifolia	h	a	p	s	s	s	1	re	NA	VAM	NA
Lobelia_eckloniana	h	b	p	s	s	s	1	re	NA	NA	NA
Lobelia_erinus	h	NA	p	s	s	s	1	o	NA	NA	NA
Lobelia_parva	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lobelia_pinifolia	h	p	p	s	es	s	1	re	NA	NA	NA
Lobelia_pubescens	h	p	p	s	s	s	1	re	NA	NA	NA
Lobelia_setacea	h	b	p	s	s	s	1	re	NA	NA	NA
Lobelia_sp1	h	u	p	u	s	s	1	u	NA	NA	NA
Lobelia_sp2	h	u	p	u	s	s	1	u	NA	NA	NA
Lobostemon_fruticosus	o	p	p	b	es	s	2	o	NA	VAM	NA
Lobostemon_montanus	o	p	p	b	es	s	2	u	NA	NA	NA
Lobostemon_sp1	o	p	u	u	es	s	2	re	NA	NA	NA
Lolium_multiflorum	h	a	NA	s	s	s	1	e	u	NA	1
Lolium_perenne	g	a	NA	s	s	s	1	e	u	NA	1
Lolium_sp1	g	a	u	u	s	s	1	e	u	NA	NA
Lotononis_involucrata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lycium_afrum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lycium_ferocissimum	t	a	p	b	NA	s	NA	o	NA	NA	NA
Lyperia_tristis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Lythrum_hyssopifolia	h	NA	p	s	NA	s	1	e	NA	NA	NA
Macrostylis_villosa	e	p	m	b	es	s	2	re	fsg	NA	NA
Manulea_cheiranthus	h	p	p	s	NA	s	NA	re	NA	NA	NA
Manulea_tomentosa	h	p	p	s	NA	s	NA	re	NA	ABS	NA
Mastersiella_digitata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Maytenus_oleoides	t	p	v	b	es	b	2	o	u	NA	NA
Melilotus_indicus	h	a	p	s	s	s	1	e	u	NA	1
Melinis_repens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mesemb_sp1	h	u	p	u	s	s	u	u	NA	NA	NA
Mesemb_sp2	h	u	p	u	s	s	u	u	NA	NA	NA
Mesemb_sp3	h	u	p	u	s	s	u	u	NA	NA	NA
Mesemb_sp4	h	u	p	u	s	s	u	u	NA	NA	NA
Mesemb_sp5	h	u	p	u	s	s	u	u	NA	NA	NA
Mesemb_sp8	h	u	p	u	s	s	u	u	NA	NA	NA
Metalasia_brevifolia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Metalasia_cephalotes	e	p	w	s	s	s	2	re	NA	NA	NA
Metalasia_compacta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Metalasia_densa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Metalasia_divergens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Metalasia_muricata	e	p	w	s	s	b	2	o	NA	ABS	NA
Metalasia_sp2	e	p	w	s	s	b	2	o	n	NA	NA
Micranthus_alopecuroides	b	p	p	s	us	s	1	re	NA	NA	NA
Micranthus_junceus	b	a	p	s	us	s	1	re	NA	NA	NA
Microcodon_glomeratum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Microcodon_glomeratus	h	NA	NA	NA	NA	s	NA	NA	NA	VAM	NA
Microcodon_sparsiflorus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Microdon_dubius	h	NA	NA	NA	NA	s	NA	o	NA	NA	NA
Microdon_sp1	h	u	u	u	NA	s	NA	u	NA	NA	NA
Mimetes_fimbriifolius	t	a	m	b	es	b	NA	le	fsg	NA	NA
Miscanthus_ecklonii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mohria_caffrorum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Monopsis_debilis	h	p	p	NA	s	s	1	o	NA	NA	NA
Monopsis_lutea	h	b	p	NA	s	s	1	re	NA	NA	NA
Monopsis_simplex	h	NA	p	NA	s	s	1	o	NA	NA	NA
Monopsis_sp1	h	p	p	u	s	s	1	o	u	NA	NA
Montinia_caryophyllacea	o	p	p	b	us	b	2	o	u	VAM	NA
Moraea_bituminosa	b	p	p	s	us	s	1	re	NA	NA	NA
Moraea_fugax	b	p	p	s	us	s	1	o	NA	NA	NA
Moraea_hexaglottis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Moraea_ramosissima	b	p	p	s	us	s	1	NA	NA	NA	NA
Moraea_sp2	b	p	u	u	us	s	1	u	NA	NA	NA
Moraea_sp3	b	p	u	u	us	s	1	u	NA	NA	NA
Moraea_sp4	b	p	u	u	us	s	1	u	NA	NA	NA
Moraea_sp5	b	p	u	u	us	s	1	u	NA	NA	NA
Moraea_sp6	b	p	u	u	us	s	1	u	NA	NA	NA
Moraea_tripetala	b	p	p	s	us	s	1	o	NA	NA	NA
Moraea_virgata	b	p	NA	NA	us	s	1	o	NA	NA	NA
Morella_humilis	o	p	p	b	es	s	1	o	NA	NA	NA
Morella_quercifolia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Morella_serrata	o	p	p	b	es	s	1	o	NA	NA	NA
Morella_sp1	o	p	u	u	es	s	1	o	NA	NA	NA
Muraltia_acipetala	e	p	m	s	s	s	NA	le	NA	NA	NA
Muraltia_brachypetala	e	p	m	s	NA	s	NA	re	NA	NA	NA
Muraltia_demissa	e	p	m	s	NA	s	NA	re	NA	NA	NA
Muraltia_diabolica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Muraltia_divaricata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Muraltia_heisteria	e	p	m	s	NA	s	NA	re	NA	NA	NA
Muraltia_orbicularis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Muraltia_satureioides	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Muraltia_sp5	e	p	m	u	u	s	NA	u	NA	NA	NA
Muraltia_sp6	e	p	m	u	u	s	NA	u	NA	NA	NA
Muraltia_stipulacea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Muraltia_thunbergii	e	p	m	s	NA	s	NA	re	NA	VAM	NA
Myoporum_tenuifolium	t	p	v	b	es	b	2	e	n	NA	NA
Myrsine_africana	t	p	v	b	es	s	1	o	NA	NA	NA
Nanobubon_strictum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nemesia_affinis	h	a	w	s	s	s	NA	o	NA	VAM	NA
Nemesia_barbata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Nemesia_lucida	h	a	w	s	s	s	NA	re	NA	NA	NA
Nemesia_sp2	h	a	u	u	s	s	NA	u	NA	NA	NA
Nemesia_sp3	h	a	u	u	s	s	NA	u	NA	NA	NA
Nemesia_sp5	h	a	u	u	s	s	NA	u	NA	NA	NA
Nemesia_versicolor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Notobubon_ferulaceum	h	p	w	b	s	s	2	o	u	NA	NA
Notobubon_galbanum	h	p	w	b	s	s	2	re	u	NA	NA
Notobubon_striatum	h	p	w	b	s	s	2	re	u	NA	NA
Notobubon_tenuifolium	h	p	w	b	s	b	2	re	u	NA	NA
Nylandtia_spinosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oedera_capensis	h	p	w	s	s	s	2	re	NA	NA	NA
Oedera_imbricata	h	p	w	s	s	s	2	o	NA	VAM	NA
Oenothera_nocturna	h	b	NA	NA	s	s	1	e	NA	NA	1
Oftia_africana	h	p	v	b	s	s	2	re	u	NA	NA
Oftia_glabra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Olea_capensis	t	p	v	b	es	b	2	o	NA	ENDO	NA
Olea_europaea	t	p	v	b	es	b	2	o	NA	NA	NA
Olea_exasperata	t	p	v	b	es	s	1	o	NA	NA	NA
Orchid_sp8	b	p	u	u	us	s	NA	u	NA	NA	NA
Ornithogalum_hispidum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ornithogalum_sp2	b	p	NA	u	us	s	1	u	NA	NA	NA
Ornithogalum_thyrsoides	b	p	w	NA	us	s	1	o	NA	VAM	NA
Osmitopsis_asteriscoides	h	p	w	b	s	s	2	re	NA	NA	NA
Osmitopsis_dentata	h	p	m	b	s	s	2	le	NA	NA	NA
Osteospermum_ciliatum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Osteospermum_polygaloides	h	p	m	b	s	s	2	o	NA	NA	NA
Otholobium_fruticans	h	NA	p	b	es	s	NA	o	fsg	VAM	NA
Othonna_arborescens	h	p	w	b	es	s	2	re	NA	NA	NA
Othonna_coronopifolia	h	p	w	b	s	s	2	re	NA	NA	NA
Othonna_digitata	b	p	w	b	us	s	1	o	NA	VAM	NA
Othonna_filicaulis	b	p	w	b	s	s	1	o	NA	VAM	NA
Othonna_quinquedentata	h	p	w	s	s	s	2	re	NA	NA	NA
Othonna_sp1	h	p	u	u	s	s	u	u	NA	NA	NA
Othonna_stenophylla	b	p	w	s	us	s	NA	re	NA	VAM	NA
Oxalis_luteola	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oxalis_pes.caprae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oxalis_polyphylla	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oxalis_purpurea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Oxalis_sp18	h	a	u	u	us	s	NA	u	NA	NA	NA
Oxalis_versicolor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Paraserianthes_lophantha	t	p	NA	NA	s	b	NA	e	fsg	NA	1
Paspalum_distichum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Passerina_corymbosa	e	p	p	s	s	b	NA	o	NA	VAM	NA
Passerina_paleacea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Passerina_rigida	e	p	p	s	s	b	NA	o	NA	NA	NA
Passerina_sp1	e	p	u	u	s	b	NA	u	NA	NA	NA
Pelargonium_alatum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pelargonium_betulinum	h	p	w	NA	s	s	2	re	NA	NA	NA
Pelargonium_capitatum	h	a	w	b	s	s	1	o	fsg	NA	NA
Pelargonium_chamaedryfolium	h	a	w	NA	NA	s	1	re	NA	NA	NA
Pelargonium_cucullatum	h	p	w	b	es	b	2	re	NA	NA	NA
Pelargonium_elongatum	h	a	w	b	s	s	1	re	NA	VAM	NA
Pelargonium_grossularioides	b	NA	w	s	s	s	1	o	NA	NA	NA
Pelargonium_longifolium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pelargonium_myrrhifolium	b	p	w	b	us	s	1	o	NA	NA	NA
Pelargonium_peltatum	h	p	w	NA	s	s	NA	o	NA	NA	NA
Pelargonium_pinnatum	h	p	w	NA	us	s	1	re	NA	NA	NA
Pelargonium_quercifolium	h	NA	w	b	NA	s	1	NA	NA	NA	NA
Pelargonium_sp3	h	u	w	u	NA	s	u	u	NA	NA	NA
Pelargonium_sp4	h	u	w	u	NA	s	u	u	NA	NA	NA
Pelargonium_tabulare	h	a	w	b	s	s	1	re	NA	NA	NA
Pelargonium_triste	b	p	w	NA	us	s	1	o	NA	VAM	NA
Pelargonium_undulatum	h	NA	w	NA	NA	s	1	re	NA	NA	NA
Pellaea_calomelanos	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Penaea_cneorum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Penaea_mucronata	h	p	m	b	es	s	NA	re	NA	NA	NA
Pennisetum_clandestinum	g	p	NA	NA	us	s	1	e	u	NA	1
Pennisetum_macrourum	g	p	NA	s	us	b	1	o	fsf,fsg	NA	NA
Pentameris_aristidoides	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pentameris_barbata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pentameris_macrocalycina	g	a	NA	NA	es	s	1	re	fsf,fsg	NA	NA
Pentameris_malouinensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pentameris_rigidissima	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pentaschistis_airoides	g	p	NA	NA	s	s	1	o	n	NA	NA
Pentaschistis_ampla	g	p	NA	s	es	s	1	o	n	NA	NA
Pentaschistis_argentea	g	p	NA	s	us	s	1	re	fsf,fsg	NA	NA
Pentaschistis_aristidoides	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pentaschistis_barbata	g	p	NA	NA	s	s	1	re	n	NA	NA
Pentaschistis_calcicola	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pentaschistis_colorata	g	p	NA	s	es	s	1	re	fsf,fsg	NA	NA
Pentaschistis_curvifolia	g	p	NA	NA	es	s	1	o	fsf,fsg	NA	NA
Pentaschistis_eriostoma	g	p	NA	NA	es	s	1	o	fsf,fsg	NA	NA
Pentaschistis_malouinensis	g	p	NA	NA	es	s	1	re	fsf,fsg	NA	NA
Pentaschistis_pallescens	g	p	NA	s	es	s	1	re	n	NA	NA
Pentaschistis_pallida	g	p	NA	NA	es	s	1	o	n	NA	NA
Pentaschistis_papillosa	g	p	NA	NA	s	s	1	re	n	NA	NA
Pentaschistis_rigidissima	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pentaschistis_sp6	g	u	u	u	s	s	1	u	u	NA	NA
Persicaria_decipiens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Petalacte_coronata	h	p	w	s	s	s	2	e	NA	VAM	1
Petrorhagia_prolifera	h	p	p	NA	s	s	NA	e	u	NA	1
Peucedanum_sp2	h	p	u	u	s	s	2	o	u	NA	NA
Pharnaceum_elongatum	h	p	p	s	s	s	2	o	NA	NA	NA
Pharnaceum_lineare	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phylica_buxifolia	o	p	m	b	s	b	NA	re	NA	NA	NA
Phylica_dioica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phylica_ericoides	e	p	p	s	s	s	NA	re	NA	VAM	NA
Phylica_filiformis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Phylica_imberbis	e	p	m	b	es	s	NA	re	NA	NA	NA
Phylica_parviflora	e	p	p	s	s	s	NA	re	NA	NA	NA
Phylica_plumosa	e	p	m	b	s	s	NA	re	NA	VAM	NA
Phylica_pubescens	e	p	m	b	s	s	NA	NA	NA	NA	NA
Phylica_sp4	e	p	m	b	s	s	NA	u	NA	NA	NA
Phyllobolus_canaliculatus	h	p	p	s	us	s	2	re	fsg	NA	NA
Phyllopodium_sp1	h	a	u	u	s	s	1	o	u	NA	NA
Physalis_viscosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Phytolacca_octandra	t	p	v	b	s	s	NA	e	NA	NA	1
Phytolacca_sp1	t	p	v	b	s	b	2	e	n	NA	NA
Pinus_pinaster	t	p	p	b	s	b	NA	e	NA	NA	1
Pinus_pinea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Pinus_radiata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Pinus_sp2	t	p	p	b	s	b	NA	e	NA	NA	NA
Pittosporum_undulatum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
Plantago_lanceolata	h	p	p	s	NA	s	NA	e	NA	NA	1
Plantago_remota	h	p	p	s	NA	s	NA	o	NA	NA	NA
Platycaulos_compressus	g	p	p	s	s	s	NA	re	NA	NA	NA
Platycaulos_major	g	p	p	s	NA	s	NA	re	NA	NA	NA
Poaceae_sp1	g	u	u	u	u	s	1	u	u	NA	NA
Poaceae_sp2	g	u	u	u	u	s	1	u	u	NA	NA
Poaceae_sp3	g	u	u	u	u	s	1	u	u	NA	NA
Poagrostis_pusilla	g	NA	NA	NA	s	s	1	re	n	NA	NA
Podalyria_argentea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Podalyria_biflora	h	p	m	b	es	s	NA	re	fsg	NA	NA
Podalyria_calyptrata	t	p	m	b	es	b	2	o	fsg	VAM	NA
Podalyria_sericea	h	p	m	b	s	s	NA	o	fsg	VAM	NA
Polycarpon_tetraphyllum	h	b	p	s	s	s	1	e	n	NA	1
Polygala_bracteolata	h	p	m	b	s	s	NA	re	NA	NA	NA
Polygala_garcinii	h	p	m	b	s	s	NA	re	NA	VAM	NA
Polygala_lehmanniana	h	p	m	s	s	s	NA	re	NA	NA	NA
Polygala_myrtifolia	t	p	m	b	s	b	NA	o	NA	NA	NA
Polygala_recognita	h	p	m	s	s	s	NA	re	NA	NA	NA
Polygala_sp1	h	p	m	u	s	s	NA	u	NA	NA	NA
Polygala_umbellata	h	a	m	NA	s	s	NA	re	NA	NA	NA
Polygonum_aviculare	h	a	p	s	s	s	1	e	n	NA	1
Polypogon_monspeliensis	g	a	NA	NA	NA	s	1	e	u	NA	1
Polypogon_strictus	g	NA	NA	NA	NA	s	1	o	u	NA	NA
Populus_canescens	t	p	p	s	es	b	2	e	n	NA	1
Printzia_aromatica	h	p	w	s	es	s	2	re	u	NA	NA
Prismatocarpus_fruticosus	h	p	p	s	s	NA	NA	re	NA	NA	NA
Prismatocarpus_lycopodioides	h	p	p	s	s	NA	NA	re	NA	NA	NA
Prismatocarpus_sessilis	h	p	p	s	s	NA	NA	re	NA	NA	NA
Protea_acaulos	t	p	w	b	es	s	NA	re	fss	NA	NA
Protea_cynaroides	t	p	w	b	es	s	NA	re	fss	NA	NA
Protea_lepidocarpodendron	t	p	w	b	s	b	NA	re	fss	NA	NA
Protea_neriifolia	t	p	w	b	s	b	NA	re	fss	NA	NA
Protea_nitida	t	p	w	b	es	b	NA	re	fss	NA	NA
Protea_repens	t	p	w	b	s	b	NA	o	fss	NA	NA
Protea_scolymocephala	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Protea_sp1	t	p	w	u	s	b	NA	u	fss	NA	NA
Pseudognaphalium_undulatum	h	a	w	s	s	s	1	NA	NA	NA	NA
Pseudognaphalium_undulatum	h	a	w	s	s	s	1	o	NA	NA	NA
Pseudopentameris_caespitosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pseudopentameris_hastifolius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pseudopentameris_macrantha	g	p	NA	NA	es	s	1	re	fsf,fsg	NA	NA
Pseudoselago_peninsulae	h	p	p	s	NA	s	NA	re	NA	NA	NA
Pseudoselago_serrata	h	p	p	s	b	s	NA	re	NA	NA	NA
Pseudoselago_spuria	h	NA	p	s	a	s	NA	re	NA	NA	NA
Psoralea_aculeata	h	NA	NA	NA	NA	s	NA	re	fsg	NA	NA
Psoralea_aphylla	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Psoralea_asarina	h	NA	NA	NA	NA	s	NA	o	fsg	NA	NA
Psoralea_imbricata	h	NA	NA	NA	NA	s	NA	re	fsg	NA	NA
Psoralea_laxa	h	NA	NA	b	NA	s	NA	re	fsg	NA	NA
Psoralea_pinnata	o	NA	p	b	es	b	NA	o	fsg	VAM	NA
Pteridium_aquilinum	o	p	w	s	us	s	1	o	NA	NA	NA
Pteridium_aquilinum	o	p	w	s	us	s	1	o	n	NA	NA
Pterocelastrus_tricuspidatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pteronia_hirsuta	e	p	w	s	s	s	1	re	NA	NA	NA
Pterygodium_acutifolium	b	p	NA	NA	us	s	1	re	fsf	NA	NA
Pulicaria_scabra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Pycreus_polystachyos	g	p	u	u	u	s	NA	o	NA	NA	NA
Rafnia_angulata	h	NA	p	s	NA	s	NA	re	fsg	VAM	NA
Rafnia_capensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rafnia_triflora	h	NA	p	b	s	s	NA	re	fsg	NA	NA
Rapanea_melanophloeos	t	p	v	b	es	b	3	o	NA	NA	NA
Raphanus_raphanistrum	h	b	p	b	s	s	1	e	u	NA	1
Rapistrum_rugosum	h	a	p	b	s	s	1	e	NA	NA	1
Restio_calcicola	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Restio_capensis	g	p	p	s	us	s	NA	re	NA	NA	NA
Restio_cincinnatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Restio_curviramis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Restio_eleocharis	g	p	p	s	us	s	NA	re	NA	NA	NA
Restio_filiformis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Restio_gaudichaudianus	g	p	p	s	us	s	NA	re	NA	NA	NA
Restio_perplexus	g	p	m	s	NA	s	2	re	fsg	NA	NA
Restio_quadratus	g	p	m	s	us	b	2	re	fsg	NA	NA
Restio_ramosissimus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Restio_sieberi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Restio_sp10	g	p	u	s	u	s	2	re	fsg	NA	NA
Restio_sp9	g	p	p	s	us	s	NA	NA	NA	NA	NA
Restio_tenuissimus	g	a	p	s	s	s	NA	re	NA	NA	NA
Restio_tetragonus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Restio_triticeus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Restio_vimineus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Rhoicissus_sp1	h	p	v	b	s	b	3	o	n	NA	NA
Rhus_glauca	t	p	v	b	es	b	2	o	u	NA	NA
Rhus_laevigata	t	p	v	b	es	b	2	o	u	NA	NA
Rhus_lucida	t	p	v	s	es	b	2	o	u	NA	NA
Rhus_rosmarinifolia	o	p	v	b	es	s	2	re	u	VAM	NA
Rhus_tomentosa	t	p	v	s	es	b	2	o	u	NA	NA
Rhynchosia_capensis	h	NA	p	b	NA	NA	NA	o	fsg	NA	NA
Rhynchosia_ferulifolia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Roella_amplexicaulis	h	b	p	NA	s	s	2	re	NA	NA	NA
Roella_ciliata	h	b	p	NA	s	s	2	re	NA	VAM	NA
Roella_compacta	h	b	p	NA	s	s	2	re	NA	NA	NA
Roella_decurrens	h	b	p	s	s	s	2	re	NA	NA	NA
Roella_incurva	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Roella_prostrata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Roella_sp2	h	b	p	u	s	s	2	u	NA	NA	NA
Roella_sp4	h	b	p	u	s	s	2	u	NA	NA	NA
Roella_triflora	h	b	p	s	s	s	2	re	NA	NA	NA
Romulea_flava	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Romulea_sp1	b	p	u	u	us	s	1	u	NA	NA	NA
Rubus_sp1	o	p	v	s	s	s	2	e	n	NA	NA
Rumex_sp1	h	p	w	s	s	s	1	o	u	NA	NA
Ruschia_promontorii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ruschia_rubricaulis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Ruschia_sarmentosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Saltera_sarcocolla	h	p	m	b	es	s	NA	re	NA	NA	NA
Salvia_africana.caerulea	o	p	p	b	p	b	2	re	NA	VAM	NA
Salvia_africana.lutea	o	p	p	b	p	b	2	o	NA	NA	NA
Salvia_chamelaeagnea	o	p	p	b	p	b	2	re	NA	VAM	NA
Samolus_sp1	h	NA	u	u	NA	s	NA	u	NA	NA	NA
Satyrium_bicorne	b	p	NA	NA	us	s	NA	o	NA	NA	NA
Satyrium_carneum	b	p	NA	NA	us	s	NA	re	NA	NA	NA
Satyrium_sp1	b	p	u	u	us	s	NA	u	NA	NA	NA
Scabiosa_africana	h	p	w	s	es	s	1	le	NA	NA	NA
Scabiosa_columbaria	h	p	w	s	s	s	1	o	NA	NA	NA
Schizaea_pectinata	g	p	p	s	us	s	1	o	NA	NA	NA
Schizoglossum_aschersonianum	h	p	w	s	s	s	1	o	u	NA	NA
Schoenoxiphium_sp	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Scirpoides_thunbergii	g	p	u	u	us	s	NA	o	NA	NA	NA
Searsia_glauca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Searsia_laevigata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Searsia_lucida	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Searsia_rosmarinifolia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Searsia_tomentosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Selago_corymbosa	h	b	p	s	NA	s	NA	re	NA	NA	NA
Selago_cylindrica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Selago_dregei	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Selago_luxurians	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Selago_polystachya	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Selago_scabrida	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Selago_serrata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Selago_sp1	h	b	u	u	NA	s	NA	re	NA	NA	NA
Senecio_arenarius	h	a	w	s	s	s	1	re	NA	VAM	NA
Senecio_bipinnatus	h	p	w	s	es	s	1	re	NA	NA	NA
Senecio_burchellii	h	b	w	s	s	s	1	o	NA	VAM	NA
Senecio_elegans	h	a	w	s	s	s	1	re	NA	VAM	NA
Senecio_erosus	h	p	w	s	s	s	1	o	NA	NA	NA
Senecio_halimifolius	h	p	w	s	s	s	2	re	NA	NA	NA
Senecio_hastatus	h	p	w	s	s	s	NA	o	NA	NA	NA
Senecio_hastifolius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Senecio_pinifolius	e	b	w	s	es	s	NA	o	NA	NA	NA
