Plot	Date/Time	Genus	Species
6.1	16.02.15	Cliffortia	polygonifolia
6.1	16.02.15	Hermas	villosa
6.1	16.02.15	Watsonia	tabulare
6.1	16.02.15	Ficinia	brevifolia
6.1	16.02.15	Capelio	tabulare
6.1	16.02.15	Pseudopentameris	macrantha
6.1	16.02.15	Elegia	racemosa
6.1	16.02.15	Hypodiscus	aristatus
6.1	16.02.15	Restio	cincinnatus
6.1	16.02.15	Penaea	mucronata
6.1	16.02.15	Helichrysum	cymosum
6.1	16.02.15	Psoralea	pinnata
6.1	16.02.15	Myrsine	africana
6.1	16.02.15	Passerina	corymbosa
6.1	16.02.15	Morella	humilis
6.1	16.02.15	Pseudoselago	serrata
6.1	16.02.15	Stoebe	cinerea
6.1	16.02.15	Pentameris	pallescens
6.1	16.02.15	Protea	cynaroides
6.1	16.02.15	Anthospermum	aethiopicum
6.1	16.02.15	Clutia	alaternoides
6.1	16.02.15	Tetraria	cuspidata
6.1	16.02.15	Ficinia	gracilis
6.1	16.02.15	Phylica	imberbis
6.1	16.02.15	Phylica	dioica
6.1	16.02.15	Erica	coccinea
6.1	16.02.15	Erica	plukenetii
6.1	16.02.15	Ficinia	brevifolia
6.1	16.02.15	Searsia	tomentosa
6.1	16.02.15	Lampranthus	emarginatus
6.1	16.02.15	Struthiola	ciliata
6.1	16.02.15	Leucadendron	xanthoconus
6.1	16.02.15	Cliffortia	atrata
6.1	16.02.15	Erica	similis
6.1	16.02.15	Erica	hispidula
6.1	16.02.15	Erica	pulchella
6.1	16.02.15	Cliffortia	polygonifolia
6.1	16.02.15	Hermas	villosa
6.1	16.02.15	Watsonia	tabulare
6.1	16.02.15	Ficinia	brevifolia
6.1	16.02.15	Capelio	tabulare
6.1	16.02.15	Pseudopentameris	macrantha
6.1	16.02.15	Elegia	racemosa
6.1	16.02.15	Hypodiscus	aristatus
6.1	16.02.15	Restio	cincinnatus
6.1	16.02.15	Penaea	mucronata
6.1	16.02.15	Helichrysum	spinosum
6.1	16.02.15	Psoracea	pinnata
6.1	16.02.15	Myrsine	africana
6.1	16.02.15	Passerina	corymbosa
6.1	16.02.15	Morella	humilis
6.1	16.02.15	Pseudselago	serrata
6.1	16.02.15	Stoebe	cinerea
6.1	16.02.15	Pentameris	pallescens
6.1	16.02.15	Protea	cynaroides
6.1	16.02.15	Anthospermum	aethiopicum
6.1	16.02.15	Clutia	alaternoides
6.1	16.02.15	Tetraria	cuspidata
6.1	16.02.15	Ficinia	gracilis
6.1	16.02.15	Phylica	imberbis
6.1	16.02.15	Phylica	dioica
6.1	16.02.15	Erica	coccinea
6.1	16.02.15	Erica	plukenetii
6.1	16.02.15	Ficinia	brevifolius
6.1	16.02.15	Searsia	tomentosa
6.1	16.02.15	Lampranthus	emarginatus
6.1	16.02.15	Struthiola	ciliata
6.2	16.02.15	Searsia	lucida
6.2	16.02.15	Helichrysum	pandurifolium
6.2	16.02.15	Oftia	africana
6.2	16.02.15	Stilbe	vestita
6.2	16.02.15	Gnidia	tomentosa
6.2	16.02.15	Searsia	lucida
6.2	16.02.15	Helichrysum	pandurifolium
6.2	16.02.15	Oftia	africana
6.2	16.02.15	Stilbe	vestita
6.2	16.02.15	Gnidia	tomentosa
6.3	16.02.15	Rapanea	melanophloeos
6.3	16.02.15	Berzelia	lanuginosa
6.3	16.02.15	Willdenowia	teres
6.3	16.02.15	Erica	hirtiflora
6.3	16.02.15	Rapanea	melanophloeos
6.3	16.02.15	Berzelia	lanuginosa
6.3	16.02.15	Willdenowia	teres
6.3	16.02.15	Erica	hirtiflora
6.3	16.02.15	Geochloa	rufa
6.4	16.02.15	Erica	muscosa
6.4	16.02.15	Mimetes	fimbrifolius
6.4	16.02.15	Staavia	radiata
6.4	16.02.15	Elegia	ebracteata
6.4	16.02.15	Olea	capensis
6.4	16.02.15	Erica	muscosa
6.4	16.02.15	Mimetes	fimbrifolius
6.4	16.02.15	Staavia	radiata
6.4	16.02.15	Elegia	ebractata
6.4	16.02.15	Olea	capensis
6.5	16.02.15	Erica	pulchella
6.5	16.02.15	Erica	tristis
6.5	16.02.15	Thamnochortus	gracilis
6.5	16.02.15	Erica	pulchella
6.5	16.02.15	Erica	tristis
6.5	16.02.15	Thamnochortus	gracilis
6.6	16.02.15	Capebolus	brevicaulis
7.1	24.02.15	Tricocephalus	stipularis
7.1	24.02.15	Passerina	corymbosa
7.1	24.02.15	Cliffortia	stricta
7.1	24.02.15	Erica	abietina_avr_atrorosea
7.1	24.02.15	Phylica	imberbis
7.1	24.02.15	Leucospermum	conocarpodendron
7.1	24.02.15	Searsia	lucida
7.1	24.02.15	Anemone	vesicatoria
7.1	24.02.15	Pentameris	airoides
7.1	24.02.15	Ficinia	indica
7.1	24.02.15	Ficinia	deusta
7.1	24.02.15	Aristea	capitata
7.1	24.02.15	Staavia	radiata
7.1	24.02.15	Tetraria	fimbriolata
7.1	24.02.15	Watsonia	borbonica
7.1	24.02.15	Capelio	tabulare
7.1	24.02.15	Lobelia	pinifolia
7.1	24.02.15	Willdenowia	glomerata
7.1	24.02.15	Tetraria	ustulata
7.1	24.02.15	Ficinia	oligantha
7.1	24.02.15	Asparagus	rubicundus
7.1	24.02.15	Diosma	oppositifolia
7.1	24.02.15	Scabiosa	columbaria
7.1	24.02.15	Helichrysum	cymosum
7.1	24.02.15	Hypodiscus	willdenowia
7.1	24.02.15	Elytropappus	scaber
7.1	24.02.15	Pelargonium	triste
7.1	24.02.15	Lobelia	coronopifolia
7.1	24.02.15	Restio	capensis
7.2	24.02.15	Cliffortia	filifolia
7.2	24.02.15	Muraltia	divaricata
7.2	24.02.15	Acacia	longifolia
7.2	24.02.15	Acacia	cyclops
7.2	24.02.15	Stoebe	cinerea
7.2	24.02.15	Olea	capensis
7.2	24.02.15	Erica	plukenetii
7.2	24.02.15	Pseudopentameris	caespitosa
7.2	24.02.15	Ehrharta	calycina
7.2	24.02.15	Pentameris	barbata
7.3	24.02.15	Diosma	hirsuta
7.3	24.02.15	Roella	ciliata
7.3	24.02.15	Erica	nudiflora
7.3	24.02.15	Tetraria	exilis
7.3	24.02.15	Stoebe	cinerea
7.3	24.02.15	Elytropappus	scaber
7.4	24.02.15	Agathosma	imbricata
7.4	24.02.15	Searsia	tomentosa
7.4	24.02.15	Montinia	caryophyllacea
7.5	24.02.15	Leucadendron	salignum
7.5	24.02.15	Bolusafra	bituminosa
7.6	24.02.15	Helichrysum	niveum
7.6	24.02.15	Diosma	oppositifolia
7.6	24.02.15	Tetraria	compar
8.1	23.02.15	Diospyros	glabra
8.1	23.02.15	Tricocephalus	stipularis
8.1	23.02.15	Passerina	corymbosa
8.1	23.02.15	Protea	lepidocarpodendron
8.1	23.02.15	Leucospermum	conocarpodendron
8.1	23.02.15	Aristea	capitata
8.1	23.02.15	Hypochoeris	radicata
8.1	23.02.15	Leptospermum	laevigatum
8.1	23.02.15	Ehrharta	calycina
8.1	23.02.15	Ficinia	deusta
8.1	23.02.15	Ficinia	nigrescens
8.1	23.02.15	Watsonia	borbonica
8.1	23.02.15	Thesium	strictum
8.1	23.02.15	Lobelia	pinifolia
8.1	23.02.15	Briza	maxima
8.1	23.02.15	Elytropappus	scaber
8.1	23.02.15	Cliffortia	stricta
8.1	23.02.15	Searsia	tomentosa
8.1	23.02.15	Tenaxia	stricta
8.1	23.02.15	Helichrysum	pandurifolium
8.1	23.02.15	Searsia	lucida
8.1	23.02.15	Acacia	saligna
8.1	23.02.15	Stoebe	cinerea
8.1	23.02.15	Centella	glabrata
8.1	23.02.15	Metalasia	densa
8.1	23.02.15	Struthiola	ciliata
8.1	23.02.15	Ficinia	filiformis
8.1	23.02.15	Helichrysum	indica
8.1	23.02.15	Tribolium	uniolae
8.2	23.02.15	Podalyria	biflora
8.2	23.02.15	Phylica	imberbis
8.2	23.02.15	Othonna	quinquidentata
8.2	23.02.15	Chironia	baccifera
8.3	23.02.15	Willdenowia	glomerata
8.3	23.02.15	Pteridium	aquilinum
8.3	23.02.15	Olea	capensis
8.3	23.02.15	Anthospermum	aethiopicum
8.3	23.02.15	Searsia	laevigata
8.3	23.02.15	Helichrysum	patulum
8.4	23.02.15	Salvia	africana.lutea
8.4	23.02.15	Agathosma	imbricata
8.4	23.02.15	Pelargonium	cucullatum
8.4	23.02.15	Asparagus	lignosus
8.4	23.02.15	Osteospermum	monoliferum
8.5	23.02.15	Bolusafra	bituminosa
8.6	23.02.15	Bobartia	gladiata
8.6	23.02.15	Pelargonium	triste
8.6	23.02.15	Pentameris	airoides
8.6	23.02.15	Erepsia	anceps
9.1	23.02.15	Protea	lepidocarpodendron
9.1	23.02.15	Leucospermum	conocarpodendron
9.1	23.02.15	Olea	capensis
9.1	23.02.15	Pteridium	aquilinum
9.1	23.02.15	Protea	repens
9.1	23.02.15	Diosma	hirsuta
9.1	23.02.15	Searsia	laevigata
9.1	23.02.15	Searsia	tomentosa
9.1	23.02.15	Cliffortia	stricta
